NOME_UF,NOME_MUNICIPIO,ESFERA_GOV_ESCOLA,LOCALIZACAO_ESCOLA,INEP_ESCOLA,NOME_ESCOLA,QUANT_ALUNADO,VALOR_RECEBIDO
PB,LUCENA,MUNICIPAL,Urbana,25274929,EMEF GILBERTO INACIO DOS SANTOS,75,R$26.709
PE,ARARIPINA,MUNICIPAL,Urbana,26000105,ESCOLA ANTONIETA SALATIEL ALENCAR ARRAES,180,R$84.810
PE,ARARIPINA,MUNICIPAL,Rural,26000199,ESCOLA BOM JESUS DA LAPA,100,R$96.915
PE,ARARIPINA,MUNICIPAL,Rural,26000296,ESCOLA DO IPA,62,R$37.680
PE,ARARIPINA,MUNICIPAL,Rural,26000482,ESCOLA JOAO RODRIGUES DE ALENCAR,160,R$124.320
PE,ARARIPINA,MUNICIPAL,Urbana,26000555,ESCOLA JOSE FERREIRA LOPES,60,R$13.755
PE,ARARIPINA,MUNICIPAL,Urbana,26000687,ESCOLA NOSSA SENHORA DA CONCEICAO,150,R$58.428
PE,ARARIPINA,MUNICIPAL,Urbana,26001128,ESCOLA JUSCELINO KUBITSCHEK,80,R$28.470
PE,ARARIPINA,MUNICIPAL,Rural,26001292,ESCOLA MUNICIPAL OTAVIO PEREIRA DE MELO,90,R$63.213
PE,ARARIPINA,MUNICIPAL,Rural,26001403,ESCOLA DIONISIO BOM DE OLIVEIRA,232,R$172.890
PE,ARARIPINA,MUNICIPAL,Rural,26001470,ESCOLA PROFESSORA VANDA JACO,41,R$13.575
PE,BODOCO,MUNICIPAL,Urbana,26001926,COLEGIO MUNICIPAL ANTONIA LOCIO DA CRUZ,250,R$46.950
PE,BODOCO,MUNICIPAL,Urbana,26002353,ESCOLA MUL THEODOZIO LEANDRO HORAS,250,R$32.835
PE,BODOCO,MUNICIPAL,Urbana,26002434,ESCOLA MUL ECA DE QUEIROZ,150,R$11.268
PE,BODOCO,MUNICIPAL,Rural,26002507,ESCOLA MUL ANTONIO ALVES DE MEDEIROS,150,R$16.212
PE,BODOCO,MUNICIPAL,Rural,26002639,ESCOLA MUL JOAO BATISTA DE SOUZA,130,R$40.785
PE,BODOCO,MUNICIPAL,Urbana,26002655,ESCOLA MUL JOAO GOMES DE SOUZA,200,R$37.320
PE,BODOCO,MUNICIPAL,Rural,26002841,ESCOLA MUL ANTONIO CUSTODIO,200,R$54.840
PE,BODOCO,MUNICIPAL,Urbana,26002965,ESCOLA MUL SAO FRANCISCO,150,R$28.170
PE,GRANITO,MUNICIPAL,Rural,26004364,ESCOLA MUNICIPAL REINALDO MODESTO FERRAZ,90,R$38.898
PE,SANTA FILOMENA,MUNICIPAL,Rural,26005158,ESCOLA MUL RAIMUNDO LOPES DE MACEDO,60,R$10.095
PE,OURICURI,MUNICIPAL,Urbana,26005476,ESCOLA MUNICIPAL JOAQUIM ANGELIM FILHO,100,R$9.138
PE,OURICURI,MUNICIPAL,Rural,26005638,ESCOLA RURAL OURICURI,80,R$34.104
PE,OURICURI,MUNICIPAL,Urbana,26005719,PROFESSORA MARIA DAS GRACAS TIMES PIMENTEL E SILVA,60,R$2.810
PE,OURICURI,MUNICIPAL,Rural,26005760,GRUPO ESCOLAR POVOADO EXTREMA,100,R$13.342
PE,OURICURI,MUNICIPAL,Urbana,26006332,ESCOLA MUNICIPAL MINERVINO DAMASCENO COELHO,150,R$6.513
PE,SANTA FILOMENA,MUNICIPAL,Rural,26007339,ESCOLA MUL JOSE BERNADINO FILHO,96,R$22.210
PE,SANTA FILOMENA,MUNICIPAL,Rural,26007487,ESC MUNICIPAL ANTONIO SECUNDINO DA SILVA,273,R$107.395
PE,SANTA CRUZ,MUNICIPAL,Rural,26007681,ESCOLA MUL JOAO TIBURCIO DA SILVEIRA,120,R$46.608
PE,MOREILANDIA,MUNICIPAL,Rural,26008386,ESCOLA MUNICIPAL OTAVIO ANGELIM,50,R$1.521
PE,TRINDADE,MUNICIPAL,Rural,26008734,ESCOLA MUNICIPAL NOSSA SRA DO SOCORRO,76,R$37.860
PE,TRINDADE,MUNICIPAL,Urbana,26008955,ESCOLA MUL HORMEZINDA LEONEL DE ALENCAR,191,R$46.575
PE,PARNAMIRIM,MUNICIPAL,Urbana,26010356,ESCOLA MUNICIPAL ANTONIO DE CARVALHO,160,R$65.700
PE,SALGUEIRO,MUNICIPAL,Urbana,26011379,ESCOLA MUNICIPAL VALDEMAR SOARES DE MENEZES,190,R$80.400
PE,SALGUEIRO,MUNICIPAL,Urbana,26011859,ESCOLA PROFESSORA MARIA NILZA,75,R$21.315
PE,SALGUEIRO,MUNICIPAL,Urbana,26012030,ESCOLA MUNICIPAL JOSE NEU DE CARVALHO,50,R$15.969
PE,SAO JOSE DO BELMONTE,MUNICIPAL,Rural,26012693,ESCOLA MUNICIPAL JOSE DANTAS DE ARAUJO,149,R$4.906
PE,SAO JOSE DO BELMONTE,MUNICIPAL,Urbana,26013274,ESCOLA MUL MANOEL NUNES MAGALHAES,206,R$11.130
PE,VERDEJANTE,MUNICIPAL,Rural,26014467,ESCOLA MUNICIPAL JOSE MARTINHO DE SA,119,R$34.170
PE,CALUMBI,MUNICIPAL,Rural,26015692,ESCOLA MUL CONSUL GERAL BERNHARD KALSCHEUER,86,R$50.991
PE,IGUARACI,MUNICIPAL,Urbana,26017962,ESCOLA MUNICIPAL PROFESSORA JUDITE BEZERRA DA SILVA,150,R$47.952
PE,ITAPETIM,MUNICIPAL,Urbana,26018837,ESCOLA MUNICIPAL GOVERNADOR WALFREDO SIQUEIRA,100,R$42.660
PE,SANTA CRUZ DA BAIXA VERDE,MUNICIPAL,Rural,26019183,ESCOLA MUNICIPAL JULIO BALBINO DOS SANTOS,97,R$58.230
PE,SERRA TALHADA,MUNICIPAL,Urbana,26021757,ESCOLA MUNICIPAL ANTONIO MEDEIROS,161,R$48.882
PE,SERRA TALHADA,MUNICIPAL,Rural,26021765,ESCOLA MUNICIPAL ENOCK INACIO DE OLIVEIRA,150,R$51.372
PE,SERRA TALHADA,MUNICIPAL,Urbana,26021889,ESCOLA MUNICIPAL O PEQUENO MANDACARU,150,R$59.190
PE,RECIFE,ESTADUAL,Urbana,26024756,ESCOLA INDUSTRIAL DE ARCOVERDE,200,R$58.725
PE,ARCOVERDE,MUNICIPAL,Urbana,26024934,ESCOLA MUNICIPAL ADALGIZA CAVALCANTI DE BARROS CORREIA,50,R$15.696
PE,ARCOVERDE,MUNICIPAL,Rural,26025132,ESCOLA MUL SEVERINA DE SOUZA BRADLEY,60,R$44.550
PE,BETANIA,MUNICIPAL,Rural,26025868,ESCOLA MUNICIPAL MARIA BENJAMIN FERRAZ,120,R$75.885
PE,CUSTODIA,MUNICIPAL,Urbana,26025957,COLEGIO MUNICIPAL ERNESTO QUEIROZ,180,R$25.864
PE,CUSTODIA,MUNICIPAL,Rural,26026252,ESCOLA MUNICIPAL JOAQUIM BEZERRA DE MESSIAS,121,R$64.995
PE,CUSTODIA,MUNICIPAL,Rural,26026775,ESCOLA MUNICIPAL JOSE HENRIQUE DE MELO,96,R$58.320
PE,IBIMIRIM,MUNICIPAL,Rural,26027100,ESCOLA MUNICIPAL MAJOR ANTONIO FEITOSA LIMA,120,R$48.570
PE,INAJA,MUNICIPAL,Urbana,26028034,ESCOLA MUNICIPAL IZABEL BATISTA DE ARAUJO,230,R$59.055
PE,MANARI,MUNICIPAL,Rural,26028760,ESCOLA MUL ANTONIO MANOEL DE ARAUJO,71,R$14.120
PE,MANARI,MUNICIPAL,Rural,26028999,ESCOLA MUNICIPAL MANOEL LACERDA,174,R$22.275
PE,MANARI,MUNICIPAL,Urbana,26029014,ESCOLA MUL MARIA ALZIRA OLIVEIRA JORGE,200,R$16.760
PE,MANARI,MUNICIPAL,Urbana,26029324,ESCOLA MUNICIPAL NILO COELHO,200,R$13.800
PE,SERTANIA,MUNICIPAL,Rural,26029669,ESCOLA MUNICIPAL MANOEL XAVIER DE MELO,75,R$48.540
PE,SERTANIA,MUNICIPAL,Urbana,26030241,ESCOLA MUNICIPAL LAURA ALVES FEITOSA CHAVES,100,R$18.780
PE,AFRANIO,MUNICIPAL,Rural,26031175,ESCOLA MUNICIPAL PADRE CICERO,100,R$27.408
PE,CABROBO,MUNICIPAL,Urbana,26031329,ESCOLA MUNICIPAL ANDRE FLORENTINO CAVALCANTI,100,R$39.945
PE,CABROBO,MUNICIPAL,Rural,26031450,ESCOLA MUNICIPAL GEZUALDO FREIRE DE CARVALHO,80,R$20.430
PE,CABROBO,MUNICIPAL,Urbana,26031817,ESCOLA MUNICIPAL LIONS BRIGIDA DE MELO FERREIRA,100,R$39.720
PE,DORMENTES,MUNICIPAL,Rural,26033259,ESCOLA MUNICIPAL JUSCELINO KUBITSCHEK,60,R$44.550
PE,OROCO,MUNICIPAL,Urbana,26033410,ESCOLA MUNICIPAL ESTANISLAU LUIZ BIONE,100,R$28.485
PE,OROCO,MUNICIPAL,Urbana,26033763,ESCOLA MUNICIPAL ANTONIO ANCELMO DA SILVA,100,R$32.448
PE,OROCO,MUNICIPAL,Rural,26033780,ESCOLA MUNICIPAL JOSE ANTONIO MATIAS,73,R$43.311
PE,OROCO,MUNICIPAL,Rural,26033798,ESCOLA MUNICIPAL LINDOMAR LINDAURA DA SILVA,68,R$30.990
PE,SANTA MARIA DA BOA VISTA,MUNICIPAL,Rural,26037262,ESCOLA TREZE DE MAIO,25,R$2.742
PE,SANTA MARIA DA BOA VISTA,MUNICIPAL,Urbana,26037289,ESCOLA AFONSO ALVES DA SILVA,100,R$7.512
PE,SANTA MARIA DA BOA VISTA,MUNICIPAL,Rural,26037378,ESCOLA ESTANISLAU MEDRADO,50,R$13.710
PE,SANTA MARIA DA BOA VISTA,MUNICIPAL,Rural,26037521,ESCOLA MUNICIPAL GERCINO DE PONTES,75,R$20.565
PE,SANTA MARIA DA BOA VISTA,MUNICIPAL,Rural,26037645,ESCOLA NAMBU,25,R$6.855
PE,SANTA MARIA DA BOA VISTA,MUNICIPAL,Rural,26037750,ESCOLA MUNICIPAL CATALUNHA,100,R$10.923
PE,SANTA MARIA DA BOA VISTA,MUNICIPAL,Rural,26037840,ESCOLA MARIA DA PURIFICACAO BARROS,100,R$27.420
PE,SANTA MARIA DA BOA VISTA,MUNICIPAL,Urbana,26037955,ESCOLA PROFESSORA CREUSA DOS S DE OLIVEIRA,100,R$18.450
PE,SANTA MARIA DA BOA VISTA,MUNICIPAL,Rural,26038048,ESCOLA MUNICIPAL PALMA,25,R$6.855
PE,SANTA MARIA DA BOA VISTA,MUNICIPAL,Rural,26038064,ESCOLA JURITI,50,R$13.650
PE,SANTA MARIA DA BOA VISTA,MUNICIPAL,Rural,26038080,ESCOLA MUNICIPAL PUNARE,75,R$8.226
PE,SANTA MARIA DA BOA VISTA,MUNICIPAL,Rural,26038099,ESCOLA MUNICIPAL SERIEMA,50,R$5.424
PE,BELEM DE SAO FRANCISCO,MUNICIPAL,Rural,26039605,ESCOLA MUNICIPAL SINFRONIO JOAQUIM DO NASCIMENTO,200,R$117.750
PE,AGUAS BELAS,MUNICIPAL,Rural,26044625,ESCOLA MUNICIPAL ANTONIO TENORIO ALBUQUERQUE,57,R$32.280
PE,AGUAS BELAS,MUNICIPAL,Rural,26044749,ESCOLA MUNICIPAL SENADOR PAULO GUERRA,114,R$27.405
PE,BUIQUE,MUNICIPAL,Rural,26045150,ESCOLA MUL EUCLIDES DA CUNHA,50,R$5.304
PE,BUIQUE,MUNICIPAL,Rural,26045303,ESCOLA MUNICIPAL LEONE FELIX DOS SANTOS,89,R$27.255
PE,BUIQUE,MUNICIPAL,Rural,26045443,ESCOLA MUNICIPAL PEDRO FRANCISCO DA SILVA,80,R$10.833
PE,BUIQUE,MUNICIPAL,Rural,26045524,ESCOLA MUNICIPAL SAO GERONIMO,90,R$10.773
PE,BUIQUE,MUNICIPAL,Rural,26045630,ESCOLA MUNICIPAL PROFESSORA ANALIA SIMOES DE OLIVEIRA VAZ,1050,R$115.149
PE,BUIQUE,MUNICIPAL,Rural,26046148,ESCOLA MUNICIPAL MANOEL BENICIO DE SIQUEIRA,300,R$32.739
PE,ITAIBA,MUNICIPAL,Urbana,26046601,ESCOLA MUNICIPAL PRESIDENTE EMILIO GARRASTAZU MEDICI,1924,R$64.908
PE,PEDRA,MUNICIPAL,Rural,26047918,ESCOLA JOAO GALINDO,181,R$78.795
PE,PEDRA,MUNICIPAL,Urbana,26047993,ESCOLA JOSE FIRMO CAVALCANTI,221,R$71.823
PE,VENTUROSA,MUNICIPAL,Rural,26049333,ESCOLA MUNICIPAL PEDRO ANTONIO,100,R$37.101
PE,ALAGOINHA,MUNICIPAL,Rural,26049554,ESCOLA MUNICIPAL CLAUDIA KALSCHEUER,52,R$39.063
PE,ALAGOINHA,MUNICIPAL,Urbana,26049740,ESCOLA MUNICIPAL TENENTE DORGIVAL GALINDO,100,R$15.894
PE,ALAGOINHA,MUNICIPAL,Rural,26049821,ESCOLA MUNICIPAL LUIZ CELSO GALINDO,70,R$51.180
PE,ALAGOINHA,MUNICIPAL,Rural,26049902,ESCOLA MUNICIPAL JOSE PAES GRAMIM,140,R$57.615
PE,BELO JARDIM,MUNICIPAL,Urbana,26049929,CENTRO COMUNITARIO MUNICIPAL CASTELINHO,545,R$229.500
PE,BELO JARDIM,MUNICIPAL,Rural,26049988,ESCOLA MUNICIPAL JOAO MARQUES DA SILVA,86,R$51.135
PE,BELO JARDIM,MUNICIPAL,Rural,26050609,ESCOLA MUNICIPAL TENENTE JOAO CORDEIRO,72,R$53.388
PE,BELO JARDIM,MUNICIPAL,Rural,26050633,ESCOLA MUNICIPAL VEREADOR JOAQUIM MEDEIROS,494,R$107.937
PE,BELO JARDIM,MUNICIPAL,Rural,26050862,ESCOLA MUNICIPAL MANOEL TEODORO DE ARRUDA,409,R$174.780
PE,BEZERROS,MUNICIPAL,Rural,26052008,ESCOLA MUNICIPAL MARTINIANO GOMES,48,R$22.692
PE,BREJO DA MADRE DE DEUS,MUNICIPAL,Rural,26052415,ESCOLA MUNICIPAL ORESTES DE FREITAS,79,R$32.292
PE,BREJO DA MADRE DE DEUS,MUNICIPAL,Urbana,26052440,ESCOLA MUNICIPAL PEREIRA DA COSTA,71,R$24.570
PE,BREJO DA MADRE DE DEUS,MUNICIPAL,Urbana,26052695,ESCOLA MUNICIPAL SAO DOMINGOS,1337,R$416.595
PE,CARUARU,MUNICIPAL,Urbana,26054078,ESCOLA MUNICIPAL EVANGELICA REVERENDO GENESIO CAMPOS,100,R$14.698
PE,CARUARU,MUNICIPAL,Rural,26054655,ESCOLA MUNICIPAL PROFESSORA MARIA BEZERRA TORRES,140,R$117.450
PE,CARUARU,MUNICIPAL,Urbana,26054744,ESCOLA MUNICIPAL MESTRE VITALINO,400,R$92.832
PE,CARUARU,MUNICIPAL,Rural,26054752,ESCOLA MUNICIPAL PRESIDENTE KENNEDY,400,R$294.795
PE,CARUARU,MUNICIPAL,Urbana,26054760,ESCOLA MUNICIPAL PROFESSOR JOSE FLORENCIO LEAO,100,R$31.761
PE,CARUARU,MUNICIPAL,Urbana,26054841,ESCOLA MUNICIPAL PROFESSOR LEUDO VALENCA,450,R$141.456
PE,RECIFE,ESTADUAL,Urbana,26054949,ESCOLA PROFESSORA ROSILDA MACIEL VIEIRA,200,R$77.895
PE,CARUARU,MUNICIPAL,Urbana,26055120,ESCOLAS REUNIDAS DUQUE DE CAXIAS,250,R$29.130
PE,CARUARU,MUNICIPAL,Urbana,26055309,ESCOLA MUNICIPAL PROFESSORA SINHAZINHA,200,R$109.185
PE,CARUARU,MUNICIPAL,Urbana,26055651,ESCOLA MUNICIPAL GUIOMAR LIRA,150,R$28.095
PE,CARUARU,MUNICIPAL,Rural,26055910,ESCOLA MUNICIPAL MANOEL LIMEIRA,130,R$82.395
PE,CARUARU,MUNICIPAL,Rural,26056070,ESCOLA MUNICIPAL MARIA FELIX DE LIMA,360,R$166.320
PE,CARUARU,MUNICIPAL,Rural,26056089,ESCOLA MUNICIPAL JOSE CLEMENTE DE SOUZA,300,R$238.830
PE,GRAVATA,MUNICIPAL,Urbana,26056569,CENTRO DE FORMACAO DO MENOR CARMEM DE OLIVEIRA E SILVA,86,R$35.928
PE,GRAVATA,MUNICIPAL,Urbana,26056763,ESCOLA MARIA ALICE DA VEIGA PESSOA,87,R$23.739
PE,GRAVATA,MUNICIPAL,Urbana,26056984,ESCOLA CONEGO EUGENIO VILA NOVA,75,R$21.669
PE,GRAVATA,MUNICIPAL,Urbana,26057280,ESCOLA MONSENHOR JOSE ELIAS DE ALMEIDA,200,R$31.050
PE,GRAVATA,MUNICIPAL,Rural,26057549,ESCOLA INTERMEDIARIA JOAO PAULO I,100,R$41.988
PE,GRAVATA,MUNICIPAL,Rural,26057662,ESCOLA INTERMEDIARIA DOM PAULO HIPOLITO SOUZA LIBORIO,100,R$24.240
PE,JATAUBA,MUNICIPAL,Urbana,26057808,ESCOLA MUL JOSE HIGINO DE SOUSA,1282,R$246.378
PE,JATAUBA,MUNICIPAL,Rural,26058405,GRUPO ESCOLAR MUL JOAO DE FREITAS BARROS,136,R$89.220
PE,PESQUEIRA,MUNICIPAL,Urbana,26058774,ESCOLA MUL PROFº JOSE MARCELINO XAVIER,224,R$16.896
PE,PESQUEIRA,MUNICIPAL,Urbana,26059029,ESCOLA MUNICIPAL SANTO ANTONIO,207,R$12.309
PE,PESQUEIRA,MUNICIPAL,Rural,26059568,ESCOLA INTERMEDIARIA HENRIQUE MONTEIRO LEITE,230,R$20.745
PE,POCAO,MUNICIPAL,Urbana,26059800,ESCOLA MUNICIPAL JOAO MARTINS,179,R$79.212
PE,POCAO,MUNICIPAL,Urbana,26059878,ESCOLA MUNICIPAL MONSENHOR ESTANISLAU FERREIRA DE CARVALHO,400,R$222.720
PE,POCAO,MUNICIPAL,Rural,26060078,ESCOLA MUNICIPAL SANTA CLARA,52,R$32.571
PE,RIACHO DAS ALMAS,MUNICIPAL,Urbana,26060426,ESCOLA MUNICIPAL MARIO DA MOTA LIMEIRA,100,R$23.982
PE,RIACHO DAS ALMAS,MUNICIPAL,Rural,26060698,ESCOLA JOSE JOAQUIM DE LIMA,100,R$58.440
PE,SANHARO,MUNICIPAL,Urbana,26060817,ESCOLA MUNICIPAL PROFESSOR AMARO SOARES DE SOUZA,180,R$54.456
PE,SANHARO,MUNICIPAL,Urbana,26060876,ESCOLA MUNICIPAL PROFESSORA NILZA LEITE AVELINO,102,R$32.862
PE,SANHARO,MUNICIPAL,Rural,26061236,ESCOLA MUNICIPAL PADRE HERALDO CORDEIRO DE BARROS,138,R$64.845
PE,SANHARO,MUNICIPAL,Urbana,26061260,ESCOLA MUNICIPAL NOSSA SENHORA DO CARMO,190,R$67.059
PE,SAO BENTO DO UNA,MUNICIPAL,Rural,26062151,ESCOLA MUNICIPAL ANTONIO JOSE DE SANTANA,100,R$41.793
PE,SAO BENTO DO UNA,MUNICIPAL,Rural,26062380,ESCOLA MUNICIPAL CARLOS RIOS,120,R$48.168
PE,SAO CAITANO,MUNICIPAL,Urbana,26062739,GRUPO ESCOLAR SIZENANDO LEITE DE MACEDO,100,R$27.252
PE,SAO CAITANO,MUNICIPAL,Rural,26062968,ESCOLA INTERMEDIARIA JOAO ALMEIDA LIMA,100,R$58.440
PE,TACAIMBO,MUNICIPAL,Rural,26063336,ESCOLA MUNICIPAL MANOEL MARTINS DE LIMA,73,R$20.535
PE,TACAIMBO,MUNICIPAL,Urbana,26063379,ESCOLA SAGRADO CORACAO DE JESUS,173,R$32.775
PE,FREI MIGUELINHO,MUNICIPAL,Rural,26063654,GRUPO ESCOLAR JOAQUIM BEZERRA DA SILVA,94,R$30.330
PE,SURUBIM,MUNICIPAL,Urbana,26065002,ESC MUL OLIVEIROS DE ANDRADE VASCONCELOS,50,R$9.390
PE,SURUBIM,MUNICIPAL,Rural,26065231,ESCOLA JOSE BEZERRA DE ASSIS,25,R$9.567
PE,CASINHAS,MUNICIPAL,Urbana,26065509,ESCOLA MUL SAO LUIZ,305,R$84.999
PE,TORITAMA,MUNICIPAL,Urbana,26066246,ESCOLA MUNICIPAL MARIA AURORA DE JESUS,100,R$24.072
PE,TORITAMA,MUNICIPAL,Urbana,26066289,ESCOLA MUNICIPAL BELMIRO GONCALVES,100,R$21.180
PE,VERTENTE DO LERIO,MUNICIPAL,Rural,26066505,ESCOLA MUNICIPAL SAO JOSE ENSINO DE PRIMEIRO GRAU,120,R$58.440
PE,BOM JARDIM,MUNICIPAL,Rural,26067102,ESCOLA DES FRANCISCO AUSTERLIANO CORREIA DE CASTRO,116,R$65.040
PE,BOM JARDIM,MUNICIPAL,Rural,26067358,ESCOLA PROFESSOR JOSE EMERENCIO BARROSO,150,R$53.538
PE,CUMARU,MUNICIPAL,Urbana,26067846,ESCOLA MUNICIPAL DE CUMARU,200,R$22.536
PE,FEIRA NOVA,MUNICIPAL,Rural,26068443,ESCOLA INT MANOEL ANTONIO DE AGUIAR,100,R$58.440
PE,FEIRA NOVA,MUNICIPAL,Rural,26068451,ESCOLA FRANCISCO COELHO DA SILVEIRA,150,R$61.902
PE,FEIRA NOVA,MUNICIPAL,Urbana,26068494,GRUPO ESCOLAR SEVERINO DAVID,77,R$35.160
PE,JOAO ALFREDO,MUNICIPAL,Rural,26069180,ESCOLA MUNICIPAL BENTO JERONIMO DA SILVA,275,R$117.027
PE,LIMOEIRO,MUNICIPAL,Rural,26069890,ESCOLA MUNICIPAL JOSE VIEIRA DE OLIVEIRA,25,R$16.302
PE,SAO VICENTE FERRER,MUNICIPAL,Urbana,26071665,ESCOLA REUNIDA DR MANOEL BORBA,400,R$118.248
PE,SAO VICENTE FERRER,MUNICIPAL,Urbana,26071789,ESC MUL ANDRE CEZARIO DE ALBUQUERQUE,400,R$182.445
PE,BOM CONSELHO,MUNICIPAL,Urbana,26072190,ESCOLA JOSE PEDRO DA SILVA,291,R$111.135
PE,BOM CONSELHO,MUNICIPAL,Rural,26072203,ESCOLA JOSE VIEIRA FILHO,339,R$200.400
PE,BOM CONSELHO,MUNICIPAL,Urbana,26072220,ESCOLA MARECHAL DANTAS BARRETO,133,R$59.040
PE,BOM CONSELHO,MUNICIPAL,Urbana,26072467,ESCOLA CAPITAO ALFREDO CAVALCANTE DE MIRANDA,96,R$43.023
PE,BOM CONSELHO,MUNICIPAL,Urbana,26072599,ESCOLA VALDEMAR URQUISA CAVALCANTE,166,R$84.870
PE,BOM CONSELHO,MUNICIPAL,Rural,26072629,ESCOLA MAXIMO VIEIRA DA SILVA,35,R$22.644
PE,BOM CONSELHO,MUNICIPAL,Urbana,26072645,ESCOLA MESTRE LAURINDO SEABRA,350,R$84.855
PE,BOM CONSELHO,MUNICIPAL,Rural,26072793,ESCOLA PLACIDO FIRMINO DE OLIVEIRA,234,R$86.484
PE,BOM CONSELHO,MUNICIPAL,Rural,26072840,ESCOLA HOSANA VIEIRA DE BARROS,111,R$65.871
PE,CANHOTINHO,MUNICIPAL,Urbana,26074605,GRUPO ESC CEL FRANCISCO INACIO DE PAIVA,110,R$30.315
PE,CANHOTINHO,MUNICIPAL,Rural,26074630,GRUPO ESCOLAR MANOEL TENORIO CAVALCANTI,202,R$100.020
PE,CANHOTINHO,MUNICIPAL,Rural,26074788,COLEGIO MUNICIPAL JULIA RODRIGUES TORRES,429,R$167.925
PE,CANHOTINHO,MUNICIPAL,Rural,26074885,GRUPO ESCOLAR CICERO SATIRO DE OLIVEIRA,180,R$74.196
PE,CORRENTES,MUNICIPAL,Urbana,26075164,ESCOLA MUNICIPAL PROFESSORA JANDIRA PEDROSA,120,R$45.117
PE,GARANHUNS,MUNICIPAL,Urbana,26075466,COLEGIO MUNICIPAL PE AGOBAR VALENCA,60,R$15.216
PE,GARANHUNS,MUNICIPAL,Urbana,26076020,ESCOLA SILVINO ALMEIDA DE OLIVEIRA,80,R$23.952
PE,GARANHUNS,MUNICIPAL,Rural,26076071,ESCOLA VIRGILIA GARCIA BESSA,80,R$20.544
PE,GARANHUNS,MUNICIPAL,Rural,26076551,ESCOLA SALOMAO RODRIGUES VILELA,60,R$8.136
PE,IATI,MUNICIPAL,Urbana,26076772,EDUCANDARIO MUNICIPAL TORQUATO SOARES,500,R$117.660
PE,IATI,MUNICIPAL,Urbana,26076829,ESCOLA MUNICIPAL ANA PEREIRA DE BARROS,543,R$122.439
PE,JUREMA,MUNICIPAL,Urbana,26078325,ESCOLA SENADOR PAULO GUERRA,722,R$253.341
PE,LAGOA DO OURO,MUNICIPAL,Rural,26078678,ESC INTERM PETRONILIA ALVES DE CARVALHO,347,R$155.745
PE,LAGOA DO OURO,MUNICIPAL,Rural,26078694,ESCOLA MUL INT APOLINARIO DANTAS TEIXEIRA,193,R$87.699
PE,LAJEDO,MUNICIPAL,Rural,26078856,ESCOLA HENRIQUE DIAS,160,R$43.419
PE,PALMEIRINA,MUNICIPAL,Urbana,26079275,ESCOLA MUNICIPAL ALONSO BERNARDO DA SILVA,200,R$55.464
PE,PALMEIRINA,MUNICIPAL,Urbana,26079330,ESCOLA MUNICIPAL MONS JULIO DE SIQUEIRA,200,R$97.260
PE,PALMEIRINA,MUNICIPAL,Urbana,26079577,ESCOLA MUNICIPAL JUVENCIO ANTONIO VIANA,50,R$22.098
PE,SAO JOAO,MUNICIPAL,Urbana,26080710,ESCOLA JOAO DE ASSIS MORENO,550,R$282.345
PE,SAO JOAO,MUNICIPAL,Urbana,26080737,ESCOLA MUNICIPAL EMIDIO CORREIA DE OLIVEIRA,450,R$84.435
PE,AGRESTINA,MUNICIPAL,Rural,26081580,ESCOLA MUL FLORIANO PEIXOTO,61,R$44.310
PE,AGRESTINA,MUNICIPAL,Urbana,26081644,ESCOLA MUNICIPAL LEONILA DE SOUSA RIBEIRO,105,R$18.525
PE,AGRESTINA,MUNICIPAL,Urbana,26081652,ESC MUL MARIA EDELVITA BARROS TENORIO,105,R$23.175
PE,AGRESTINA,MUNICIPAL,Rural,26081660,ESCOLA MUL MARIA STELA COSTA CAVALCANTI,105,R$13.590
PE,ALTINHO,MUNICIPAL,Urbana,26082039,ESCOLA MUNICIPAL DR MORAIS REGO,150,R$13.093
PE,IBIRAJUBA,MUNICIPAL,Urbana,26084309,ESCOLA MUNICIPAL PROFESSORA JOSEFA PAULINA DE SOUZA,501,R$84.510
PE,SAIRE,MUNICIPAL,Urbana,26086360,ESCOLA MUNICIPAL MARCOS DE BARROS FREIRE,100,R$11.268
PE,RECIFE,ESTADUAL,Rural,26087022,ESCOLA CEL LUIZ IGNACIO PESSOA DE MELO,405,R$217.710
PE,CAMUTANGA,MUNICIPAL,Urbana,26087731,GRUPO ESCOLAR MUNICIPAL MANOEL GUEDES,30,R$7.170
PE,CAMUTANGA,MUNICIPAL,Urbana,26087740,GRUPO ESCOLAR FRANCISCO PEREIRA DE SOUZA,30,R$12.624
PE,CARPINA,MUNICIPAL,Urbana,26087979,ESCOLA MUNICIPAL ERNESTO RIBEIRO,120,R$41.835
PE,CARPINA,MUNICIPAL,Urbana,26088142,ESCOLA MUNICIPAL MARIA ANUNCIADA PINHEIRO DIAS,150,R$46.800
PE,CARPINA,MUNICIPAL,Urbana,26088185,ESCOLA MUNICIPAL DOUTOR IRINEU DE PONTES VIEIRA,154,R$28.110
PE,CONDADO,MUNICIPAL,Rural,26088398,CENTRO SOCIAL MANOEL RODRIGUES,40,R$27.090
PE,GOIANA,MUNICIPAL,Urbana,26088940,ESCOLA MUNICIPAL DR MANOEL BORBA,79,R$37.425
PE,GOIANA,MUNICIPAL,Urbana,26088959,ESCOLA MUNICIPAL IRMA MARIE ARMALLE FALGUIERES,175,R$53.571
PE,GOIANA,MUNICIPAL,Rural,26089122,ESCOLA MUNICIPAL CAPELA DE SAO SEBASTIAO,250,R$145.020
